"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","EGFRCL","CL","V1","V2","Q","KD","N","ETA(1)","ETA(2)","EPS(1)","seEGFRCL","seCL","seV1","seV2","seQ","seKD","seN","seETA(1)","seETA(2)","seEPS(1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
1501,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,238.93,0,-7460.0420687716887,1.68519,8.80922,61.8791,45.4998,22.5667,0.0369722,0.810305,0.0934154,0.275727,0.0518788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,420.36,0,-7732.2553355740793,1.48654,8.86415,68.9253,42.8605,21.303,0.0456772,0.930968,0.106546,0.147351,0.0380643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,1,1,0,0,0,0,0,0,1,1,1,0,NA,NA,FOCE_I,NA,248.27,0,-7561.9502750335514,1.66136,8.24621,53.247,40.9253,19.6953,0.0431292,0.875342,0.0736199,0.319079,0.0445419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,190.65,0,-7500.5952591191144,1.55226,8.88999,55.0899,47.2311,21.8709,0.0444479,0.878072,0.118458,0.333796,0.0424858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,388.64,0,-7395.1648748649877,1.44026,8.26544,53.7211,42.8923,20.0096,0.0427815,0.831946,0.104237,0.275366,0.0435119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,226.61,0,-7506.8228171854998,1.45891,7.85696,58.6236,42.2165,20.4806,0.0459897,0.896789,0.0960741,0.226531,0.0396764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,197.46,0,-8067.6789187573322,1.60967,9.13438,62.6841,43.3415,22.4191,0.0417925,0.839797,0.107552,0.232389,0.0448683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,140.55,0,-7432.3290125121030,1.55127,8.3344,64.2936,45.9699,20.3224,0.033499,0.803908,0.115875,0.253338,0.0493384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,238.82,0,-7131.8631948962930,1.56167,8.66551,60.2123,46.3103,21.3847,0.0394019,0.845384,0.109002,0.240063,0.0437983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,452.12,0,-7460.6626276458583,1.67144,8.67549,50.6516,44.3561,20.0683,0.0435972,0.866346,0.0990533,0.256885,0.0441181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,180.23,0,-7777.8051668688877,1.54316,8.17302,57.0472,48.2478,21.8402,0.0471991,0.893215,0.0965692,0.186285,0.0466366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,279.67,0,-7858.7088234658659,1.81493,8.48352,54.7254,42.1897,21.7912,0.0362452,0.769413,0.0895218,0.359503,0.0506283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,218.12,0,-6925.5195483726357,1.73929,7.52384,46.5108,44.8193,21.2494,0.0431405,0.850604,0.0978472,0.345724,0.0452698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,255.05,0,-7511.1789461169883,1.65545,8.41005,57.1601,42.3648,21.022,0.0453209,0.887212,0.0871533,0.24013,0.0465036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,1,1,0,0,0,0,0,1,0,0,1,0,2.8,NA,FOCE_I,NA,406.08,0,-7311.8000787693154,1.58592,8.2924,51.0261,46.0284,18.7527,0.0484417,0.895872,0.0983868,0.241479,0.0371389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,124.98,0,-7543.5538613703820,1.49894,8.5492,61.8565,42.7828,17.4078,0.0394364,0.837353,0.0724096,0.207508,0.0473873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,408.31,0,-7285.0287710924840,1.51183,8.21204,55.5315,41.9853,16.7341,0.0391221,0.8233,0.102866,0.330007,0.0450136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,1,1,0,0,0,0,0,1,0,0,0,0,2,NA,FOCE_I,NA,303.71,0,-7597.3286332144344,1.77781,8.31355,53.9258,40.2046,19.4769,0.043536,0.823476,0.122366,0.333534,0.0436964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,241.3,0,-7719.2374439979594,1.76723,8.01424,68.4051,36.0398,20.2496,0.0422344,0.867074,0.134791,0.232123,0.0376942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,158.15,0,-7377.2931701322323,1.67749,7.64051,56.3224,46.1999,20.4846,0.0469809,0.888006,0.0924584,0.203581,0.0450585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,389.3,0,-7318.5536047338819,1.4533,8.39695,54.114,46.0398,19.167,0.0372981,0.814214,0.0766432,0.243136,0.0454116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,126.88,0,-7593.9368434599473,1.51572,9.36799,72.092,44.6905,18.6985,0.034762,0.798027,0.0787366,0.180694,0.0586976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,359.33,0,-7477.4920249623510,1.49771,8.71924,64.7406,43.3627,19.5562,0.0403373,0.858595,0.0797661,0.239482,0.0421643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,315.29,0,-7606.8748446218278,1.58344,8.3826,56.4473,44.538,20.3784,0.036899,0.804622,0.0913743,0.28582,0.0418206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,235.8,0,-7407.3220644326148,1.56834,8.4869,57.9642,46.0606,21.3724,0.0376664,0.800868,0.0540125,0.215716,0.0544217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,189.26,0,-7799.6284085768584,1.46223,8.62979,58.6665,44.6764,23.7186,0.0462464,0.900019,0.0654393,0.224162,0.0405229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,383.23,0,-7515.1216919829731,1.56175,8.22385,53.5943,43.1301,19.9576,0.0437541,0.846752,0.0908863,0.280494,0.0398507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,163.23,0,-7558.1407222748376,1.68539,8.41784,57.2128,40.2115,19.7315,0.0367362,0.787517,0.135332,0.370232,0.0473905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,330.16,0,-7104.5367134399548,1.64432,8.02005,51.2997,41.9154,22.678,0.0511089,0.929543,0.138008,0.251708,0.0377603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,FOCE_I,NA,471.78,0,-7332.9431353807831,1.38258,8.43767,61.0044,45.2358,20.1864,0.0444806,0.906232,0.0881572,0.257743,0.0448021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,334.48,0,-7125.4850877181980,1.46273,8.15744,51.313,45.9015,19.8466,0.0456857,0.890978,0.0680908,0.211143,0.0410475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,257.91,0,-7416.0742326771033,1.48488,8.17152,65.5716,42.5005,19.9561,0.0330582,0.758576,0.0884338,0.282457,0.0487205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,164.8,0,-7421.8500497833875,1.6068,8.81108,60.3875,42.2928,20.9456,0.0419552,0.85515,0.0898714,0.220814,0.039994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,188.55,0,-7399.8764492915980,1.53869,7.76613,55.5831,41.2629,19.3825,0.0431305,0.834757,0.131566,0.312685,0.0434267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,1,1,0,1,0,0,0,0,0,0,2,0,3.1,NA,FOCE_I,NA,321.92,0,-8085.1730435994386,1.75352,8.15175,61.9092,41.3308,21.7379,0.0426373,0.837021,0.0876256,0.301095,0.0459886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,201.18,0,-7799.4887906934082,1.86801,8.88667,58.9201,45.1086,21.8786,0.0351779,0.778672,0.0940147,0.414027,0.0509698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,262.85,0,-7332.2289472792836,1.83485,8.41866,55.9258,45.348,22.3619,0.0340789,0.797255,0.0903387,0.272409,0.0540891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,165.45,0,-7182.5931156435227,1.60775,7.72147,52.2641,47.8012,24.1065,0.0432001,0.870399,0.120662,0.294987,0.0456165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,263.93,0,-7682.0239172717784,1.58155,9.0122,62.3808,48.9043,22.3996,0.0348734,0.788922,0.0720968,0.250714,0.0506422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,283.25,0,-7183.2329142967328,1.66044,8.08973,49.3876,45.3013,21.4157,0.043273,0.847553,0.0884177,0.354476,0.0531979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,285.48,0,-7597.0448311365981,1.6314,8.2797,62.8878,42.7108,20.4418,0.0345965,0.774353,0.119196,0.300079,0.044378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,306.43,0,-7617.3212851066583,1.3556,9.22277,64.6992,39.3728,18.0714,0.0385761,0.819366,0.0751784,0.208608,0.0481887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,209.33,0,-7229.7389955081226,1.54471,7.94073,54.1819,43.2705,21.1232,0.0435114,0.829901,0.0954269,0.247029,0.0449074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,163.27,0,-7256.4260269381912,1.58694,8.86374,50.1207,49.7064,22.5897,0.048928,0.924756,0.0945821,0.236488,0.046338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,158.97,0,-7232.2473436207356,1.51567,7.70983,53.3869,43.0007,20.1673,0.0493711,0.887655,0.09942,0.35062,0.0457181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,157.79,0,-7307.4505302074276,1.39311,8.95349,60.37,45.0483,19.9039,0.0365941,0.81115,0.0752522,0.279973,0.0497319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,348.73,0,-7318.4427964291572,1.61534,8.48078,55.4941,40.5195,19.6478,0.0423708,0.841441,0.0837022,0.240852,0.039598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,299.98,0,-7029.5515272547973,1.60722,7.35556,41.1155,41.8868,20.1427,0.0521519,0.899185,0.0699082,0.227172,0.0469644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,197.2,0,-8044.9702885535398,1.52064,9.69523,77.3639,42.3685,17.3771,0.0433038,0.928425,0.0801181,0.155394,0.044456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,247.84,0,-7374.3217106858338,1.77667,7.32741,51.185,43.0003,20.8273,0.0363713,0.767483,0.0944366,0.362765,0.0497405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,401.05,0,-7612.0722087029289,1.72979,7.94214,51.4423,46.1621,23.0871,0.0386421,0.808138,0.0782947,0.167373,0.0418755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,288.18,0,-7443.8335764164376,1.54889,8.32327,54.3098,41.3786,17.0525,0.0357164,0.775787,0.153045,0.353524,0.0413057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,178.47,0,-7460.6760904138064,1.75711,7.48859,53.916,45.3127,22.1584,0.0420738,0.868499,0.0617904,0.229123,0.0438165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,244.35,0,-7309.8140547584826,1.52112,7.06234,53.2544,42.4369,20.6662,0.0378843,0.771636,0.119581,0.351358,0.0439462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,414.42,0,-7464.4682269682735,1.91178,7.85669,46.8111,43.6252,21.8832,0.0418029,0.838107,0.0799434,0.374996,0.0479805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,196.08,0,-8053.1290690710712,1.59056,9.20955,77.7332,41.9031,19.6292,0.0369794,0.829366,0.152563,0.228927,0.0416935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,167.02,0,-7286.4625553819487,1.44724,7.27447,53.3764,43.7563,19.5534,0.0460694,0.862268,0.0846819,0.240848,0.0479486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,217.47,0,-7375.2043909599779,1.61825,8.26897,52.4464,46.0296,21.1646,0.0420959,0.878787,0.0852786,0.255369,0.0480368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,189.55,0,-7457.5525353744133,1.62087,8.3167,55.8867,44.3472,22.2098,0.0346753,0.779372,0.0861019,0.303025,0.0502964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,224.18,0,-7484.4659046536071,1.58372,8.72873,58.4028,46.2612,21.9662,0.0366143,0.817877,0.0993439,0.230076,0.0455787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,393.3,0,-7728.3437975614315,1.62847,8.04622,60.6019,41.2429,20.8535,0.0485329,0.922317,0.108978,0.296309,0.0404948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,178.54,0,-7651.3437655544712,1.3637,8.4711,59.6228,41.5163,20.2845,0.042812,0.863321,0.058173,0.19907,0.0461911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,183.73,0,-7478.0385590365113,1.62603,8.32103,55.8147,44.2647,18.6542,0.0365024,0.752199,0.138912,0.376607,0.0491069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,208.67,0,-7662.7465299318192,1.5827,9.09005,67.6167,46.7758,21.2143,0.0340698,0.787218,0.105364,0.311446,0.0494578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,485.27,0,-7076.4569594000404,1.41843,7.98025,53.6327,45.8654,19.9052,0.0468592,0.901009,0.104228,0.315215,0.0415305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,307.57,0,-7297.1337976576297,1.62637,7.48098,43.2528,42.1461,19.7347,0.0438423,0.818233,0.0906112,0.337579,0.0471755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,428.72,0,-7059.6382059873158,1.49279,7.73888,45.0906,43.1754,19.6135,0.0460164,0.858736,0.103704,0.301044,0.0413178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,307.45,0,-7782.9939161235216,1.55265,8.50208,60.5737,40.0992,19.2151,0.0391452,0.837919,0.0873124,0.150027,0.0400722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,166.3,0,-7382.5573509576643,1.54421,8.10566,66.9307,40.6729,19.9472,0.0364401,0.816365,0.129818,0.280123,0.0487028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,156.34,0,-7320.4390850724221,1.61245,7.2428,57.893,43.7294,21.3257,0.0356488,0.789537,0.115555,0.388,0.0480445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,493.84,0,-7589.4062220107317,1.3593,8.73403,63.5032,44.0212,19.8524,0.0399676,0.836942,0.0721919,0.236971,0.043933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,447.02,0,-7404.5678407500136,1.51762,8.55754,51.426,46.7649,18.9402,0.0458386,0.911445,0.0999392,0.217213,0.0364898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,320.98,0,-6896.8618003603988,1.6234,7.38318,47.7721,49.8421,23.4142,0.0450522,0.886677,0.100243,0.276863,0.0472865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,365.41,0,-7424.8310027422749,1.76487,8.15811,49.8625,44.8004,21.4155,0.0463315,0.904746,0.12596,0.290559,0.0422912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,292.69,0,-7358.0859773880366,1.50761,7.76828,46.8589,42.1542,18.3902,0.0407003,0.786252,0.0754743,0.292043,0.0465105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
