"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","EGFRCL","CL","V1","V2","Q","KD","N","ETA(1)","ETA(2)","EPS(1)","seEGFRCL","seCL","seV1","seV2","seQ","seKD","seN","seETA(1)","seETA(2)","seEPS(1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
848,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,631.79,0,-7218.7543819961847,1.54249,7.92118,52.404,46.7978,21.5522,0.0431421,0.846483,0.118292,0.303025,0.0464848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,464.83,0,-7448.7462927700817,1.52159,8.30359,52.5148,44.2268,18.5172,0.0468632,0.854345,0.0962287,0.321881,0.0462321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,806.41,0,-7342.6231066494611,1.69864,7.69894,48.9966,39.5746,20.1608,0.0418638,0.811748,0.105779,0.331115,0.0503144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,597.1,0,-7686.8925878043565,1.555,7.87576,52.3168,43.1605,20.5577,0.0477268,0.867493,0.0654839,0.24626,0.0516278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,389.42,0,-7542.6557939492986,1.67834,9.0742,60.6376,43.5043,20.3788,0.0318505,0.743807,0.0865715,0.363122,0.0558687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,301.84,0,-7505.2889096267991,1.50624,8.95797,57.3441,45.7149,21.8292,0.0404921,0.857486,0.106606,0.212441,0.0421664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,558.62,0,-7692.2626747389768,1.39848,8.9731,64.6137,45.9685,21.0996,0.0435047,0.8951,0.109995,0.291347,0.0456682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,606.99,0,-7644.7102715082874,1.45858,7.86257,58.5386,46.9398,19.8563,0.0435321,0.828256,0.105217,0.221432,0.0435757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,311.71,0,-7260.2629494545117,1.4664,8.1656,56.8593,43.8169,21.1241,0.0435832,0.848354,0.086941,0.254888,0.0440515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,390.47,0,-7112.6765334199245,1.51687,8.0595,48.5833,45.3535,20.4789,0.0438885,0.846928,0.105444,0.237645,0.0449077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,491.93,0,-7350.0758848522073,1.55704,9.5864,61.4746,44.7996,19.2078,0.0400758,0.813403,0.119483,0.320756,0.0450604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,790.11,0,-7057.8651571613282,1.48267,8.39102,59.017,46.398,20.2527,0.0432726,0.863751,0.0763936,0.253379,0.0521279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,606.72,0,-7797.7656476224620,1.67227,7.93363,57.8618,41.7599,21.378,0.0423105,0.833857,0.108293,0.266701,0.0453074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,324.89,0,-7860.2815736729226,1.8472,8.5244,61.1421,39.5426,18.6654,0.0359098,0.789037,0.138102,0.345087,0.0508664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,443.09,0,-7546.5938099822652,1.59857,7.9918,55.0382,44.1012,22.6409,0.0491848,0.932263,0.0984722,0.277993,0.0399041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,598.35,0,-7332.1372246833325,1.68288,8.57899,49.2674,42.4938,21.2156,0.0462544,0.873408,0.0802774,0.223178,0.0460133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,443.73,0,-6852.1560651374975,1.49249,7.94232,51.1382,42.5819,19.7391,0.0417662,0.836759,0.115243,0.276245,0.0460206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,437.18,0,-7726.5573853627666,1.56026,9.01862,63.4939,48.9537,22.9552,0.0361562,0.801808,0.115411,0.339264,0.0511737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,272.33,0,-7448.4559750206863,1.52818,8.78117,68.6762,40.8233,17.4982,0.0349993,0.804536,0.0941447,0.2654,0.0459527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,325.27,0,-7411.1820257190084,1.64591,8.21883,45.9749,45.9461,21.5182,0.0483764,0.894481,0.0781241,0.295264,0.0503996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,386.48,0,-7703.1417984378577,1.60584,8.29833,64.6054,40.1959,20.5237,0.0396846,0.83637,0.109656,0.295187,0.0439116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,488.94,0,-7277.9770517901015,1.50565,8.03619,52.6811,44.0533,18.429,0.0364572,0.785866,0.140245,0.36495,0.044428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,259.06,0,-8126.1967124668054,1.52309,8.89239,73.2731,47.8942,22.2357,0.0320273,0.761409,0.113112,0.175576,0.0447512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,685.52,0,-7387.9382063652783,1.59652,8.20889,53.4194,38.9123,19.0223,0.0356349,0.764073,0.0754019,0.295759,0.0468758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,530.04,0,-7306.0005146797657,1.56357,8.3964,53.2687,46.7824,21.4734,0.0360294,0.795347,0.0812974,0.288282,0.0460551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,330,0,-7950.7790427387963,1.37731,8.51755,63.2203,40.6191,19.0165,0.0350026,0.796505,0.0983901,0.21786,0.0407152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,665.42,0,-7399.0334302499623,1.58646,8.2663,57.0641,43.2225,20.1957,0.0407085,0.825941,0.0929346,0.333909,0.0457915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,292.75,0,-7337.1839843928446,1.62584,8.52897,53.5257,47.071,22.726,0.0424148,0.881221,0.106631,0.279817,0.0459564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,552.88,0,-7457.8174810484679,1.55774,8.24356,55.3315,44.1416,20.2275,0.0425485,0.848437,0.0782091,0.257467,0.0471959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,366.03,0,-7483.3861645111574,1.66576,7.1805,46.8889,40.7509,20.2016,0.0567259,0.955923,0.0964862,0.279487,0.038155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,1720.6,0,-7395.5512734580971,1.55265,8.40144,50.3676,45.4705,20.3667,0.0481268,0.891732,0.102643,0.261953,0.0491991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,308.41,0,-7199.7167093301196,1.58557,8.4771,62.2933,44.3411,20.5052,0.034052,0.786493,0.114865,0.255481,0.0449177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,384.02,0,-7359.4909997369441,1.5192,7.58747,59.098,40.7781,19.9514,0.0434276,0.847171,0.0834836,0.217118,0.0422152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,1,1,0,0,0,0,0,1,0,0,1,0,3,NA,FOCE_I,NA,737.47,0,-7347.8875228883835,1.61624,8.41718,52.5204,46.5148,20.311,0.0450329,0.881079,0.105141,0.303425,0.0421469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,372.76,0,-7330.1450554871626,1.66541,8.6737,59.9636,47.6928,22.1852,0.031989,0.774288,0.0935127,0.317021,0.0489775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,561.39,0,-7817.7159317111873,1.68789,8.57971,55.0571,41.9537,19.1237,0.0442309,0.831955,0.126556,0.305898,0.0413892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,579.31,0,-7176.1971334963264,1.58847,7.52452,51.698,43.9782,19.0133,0.0392808,0.824457,0.160791,0.391832,0.0408525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,441.94,0,-7123.8190296836556,1.62883,7.79129,48.8097,45.3006,19.6951,0.0451277,0.844495,0.108265,0.320519,0.0474722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,280.62,0,-7593.2293071114482,1.62949,8.86635,61.2332,47.8389,20.0942,0.037188,0.816825,0.119672,0.252433,0.0482521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,309.28,0,-7461.7125124542017,1.42995,8.05794,59.9167,48.9249,19.9298,0.0370272,0.79922,0.0851068,0.186722,0.046427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,712.82,0,-7153.1337145373291,1.67874,8.2944,53.1086,43.6726,19.4834,0.0411828,0.827565,0.0887038,0.333142,0.0450886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,859.25,0,-7207.4122420661442,1.53551,8.36067,53.4007,48.2592,22.7144,0.0378954,0.819161,0.101907,0.323728,0.0478294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,1,1,0,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,NA,738.18,0,-7233.0640282239119,1.3952,7.95247,64.1632,38.2321,20.6966,0.0377209,0.819266,0.095722,0.324424,0.0427329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,505.67,0,-7465.7349885653512,1.46453,8.82822,59.4668,46.1301,20.9435,0.0445576,0.895996,0.0913644,0.289434,0.0444838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,316.95,0,-7260.4266087613996,1.57623,8.06384,57.1269,45.3987,20.3383,0.0386634,0.825716,0.0828159,0.211153,0.0507482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,290.3,0,-8162.2708148779120,1.72005,9.63999,66.2914,46.5005,19.2883,0.0335418,0.77038,0.069852,0.222178,0.0542071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,549.45,0,-7405.5307281359574,1.47024,8.07258,57.5895,44.8812,22.0838,0.0443308,0.883262,0.102102,0.278097,0.0417758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,679.09,0,-7223.5202842803074,1.64864,8.55339,50.8182,43.8,18.2842,0.0380805,0.794742,0.101413,0.313684,0.0510834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,504.61,0,-7369.1362568459854,1.58842,8.30379,54.1926,46.2369,21.173,0.0424471,0.854412,0.107161,0.300811,0.0423136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,1,1,0,0,0,0,0,1,0,0,1,0,2.8,NA,FOCE_I,NA,976.69,0,-7419.4036947587447,1.63059,7.74433,54.2367,41.0284,20.5254,0.0452201,0.872781,0.125508,0.327755,0.0424276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,410.5,0,-7422.1244025603955,1.64266,7.78625,51.7791,41.9869,19.6517,0.0456254,0.858925,0.0761163,0.169313,0.0419608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,460,0,-7700.8508403664164,1.588,8.49862,64.3962,41.7112,20.1565,0.0316446,0.753903,0.095628,0.191273,0.0480388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,514.06,0,-7465.8698546887181,1.56112,8.75991,57.1191,45.1182,20.9578,0.0378052,0.823786,0.0684722,0.258144,0.0493675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,687.82,0,-7345.7524071570579,1.55486,7.73115,60.3441,43.8475,19.4453,0.0482922,0.884497,0.147665,0.253045,0.0401169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,533.54,0,-8036.2593411127837,1.67804,8.62879,58.0072,43.5641,23.7132,0.0443619,0.878007,0.0753411,0.256995,0.0424355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,858.22,0,-7054.8599946205886,1.44734,8.07739,55.8804,48.3987,21.5321,0.044328,0.874886,0.103221,0.224737,0.0460478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,494.82,0,-7302.0903193263166,1.44962,7.78272,56.0598,46.7402,20.8866,0.0491242,0.902783,0.0984595,0.28486,0.041953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,552.17,0,-7581.1892944757501,1.6096,8.88913,55.1845,40.8713,18.0999,0.0372654,0.78273,0.0898186,0.273654,0.0478525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,387.55,0,-7606.4915303480157,1.59169,8.65203,54.5418,45.7956,19.6254,0.0461262,0.855377,0.121045,0.351133,0.0457499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,384.4,0,-7581.9307816890905,1.69679,7.60923,57.5606,46.1095,23.4796,0.0387651,0.835302,0.102498,0.298412,0.0407536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,396.38,0,-7356.7492764434028,1.54971,8.33138,50.0164,45.1616,20.128,0.0515314,0.94451,0.0672841,0.206743,0.0501493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,398.73,0,-7382.4431430309387,1.55771,8.2897,48.6255,45.6217,21.281,0.0490346,0.884417,0.100697,0.216946,0.0452395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,786.29,0,-7580.7368602564775,1.56894,8.70689,59.7774,46.6551,21.4236,0.0428789,0.872786,0.14702,0.266481,0.0430992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,315.51,0,-7225.6167728607325,1.65931,8.32911,46.7403,45.5388,20.6721,0.0471577,0.881714,0.0751977,0.285343,0.0453083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,1315.4,0,-7112.0703329070375,1.6291,8.15896,46.4261,40.0669,20.5507,0.0398857,0.830164,0.0975569,0.2951,0.0431217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,296.66,0,-7247.5469751952987,1.57078,7.88539,54.8792,43.6005,20.0419,0.044185,0.875297,0.155347,0.347067,0.0425295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,1,1,0,0,0,0,0,1,0,0,1,0,3,NA,FOCE_I,NA,794.23,0,-7159.8367652049774,1.63604,8.06871,59.239,44.3244,21.801,0.0363099,0.802107,0.131971,0.379301,0.0486968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,254.75,0,-7786.9817362327294,1.55102,8.48352,60.1542,40.2028,17.921,0.0408066,0.824544,0.0673308,0.212892,0.0477282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,453.33,0,-7524.8546017102299,1.842,7.93407,51.0685,42.2414,22.6305,0.0421048,0.859286,0.0822795,0.243252,0.0460879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,689.3,0,-7554.0810665331410,1.58321,8.37133,53.3057,44.3395,20.9323,0.0434442,0.835936,0.0895118,0.219314,0.0449092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,314.08,0,-6932.6065918004269,1.59251,8.15476,54.3999,44.0301,20.9109,0.0372156,0.798984,0.131407,0.348923,0.05011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,697.48,0,-7475.1521472843633,1.69088,9.08622,57.0681,42.4729,19.7544,0.0350369,0.781492,0.0956172,0.242051,0.0460335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,343.62,0,-7578.4519307931514,1.47554,8.64609,59.5723,42.8999,19.4385,0.0407103,0.828163,0.0895296,0.224475,0.0418574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,520.62,0,-7554.8148421989408,1.49673,7.66883,57.6425,44.3952,20.6279,0.0522305,0.984976,0.0882029,0.308254,0.0416412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,343.49,0,-7768.9057051999644,1.78957,8.69289,57.3111,43.8572,21.4837,0.0390155,0.804919,0.123738,0.300653,0.0452469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,607.48,0,-7690.2045795879703,1.46368,8.65309,64.1154,40.5362,20.1614,0.0381469,0.809379,0.0979644,0.259068,0.0521162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
